date,position,price,cash,pnl,total_value,daily_return
2025-02-03,-1,228.00999450683594,9999.771990005493,0.0,9771.761995498657,0.0
2025-02-04,-1,232.8000030517578,9999.771990005493,-4.790008544921875,9762.181978408813,-0.000980377652899933
2025-02-05,-1,232.47000122070312,9999.771990005493,0.3300018310546875,9767.631990615844,0.000558278079540564
2025-02-06,1,233.22000122070312,9999.305550003051,0.75,10233.275551223755,0.04767210323395399
2025-02-07,-1,227.6300048828125,9998.850289993285,5.589996337890625,9776.810281448363,-0.04460597855403248
2025-02-10,-1,227.64999389648438,9998.850289993285,-0.019989013671875,9771.180307083128,-0.00057584981227643
2025-02-11,-1,232.6199951171875,9998.850289993285,-4.970001220703125,9761.260293655394,-0.0010152318467139265
2025-02-12,-1,236.8699951171875,9998.850289993285,-4.25,9757.730294876097,-0.00036163350562334884
2025-02-13,1,241.52999877929688,9998.367229995727,4.660003662109375,10244.557232437133,0.049891411511617134
2025-02-14,1,244.60000610351562,9998.367229995727,3.07000732421875,10246.037243423461,0.00014446802851009188
2025-02-18,1,244.47000122070312,9998.367229995727,-0.1300048828125,10242.707226333618,-0.00032500536653634615
2025-02-19,1,244.8699951171875,9998.367229995727,0.399993896484375,10243.637219009399,9.079559292590744e-05
2025-02-20,1,245.8300018310547,9998.367229995727,0.9600067138671875,10245.157238540649,0.00014838670081251948
2025-02-21,1,245.5500030517578,9998.367229995727,-0.279998779296875,10243.637234268188,-0.00014836319610034288
2025-02-24,1,247.10000610351562,9998.367229995727,1.5500030517578125,10247.017239151,0.0003299613999903084
2025-02-25,1,247.0399932861328,9998.367229995727,-0.0600128173828125,10245.347210464477,-0.00016297705444889843
2025-02-26,1,240.36000061035156,9998.367229995727,-6.67999267578125,10232.047237930297,-0.00129814756503277
2025-02-27,1,237.3000030517578,9998.367229995727,-3.05999755859375,10232.607235488891,5.4729766739036734e-05
2025-02-28,1,241.83999633789062,9998.367229995727,4.5399932861328125,10244.74721961975,0.0011864018476890337
2025-03-03,1,238.02999877929688,9998.367229995727,-3.80999755859375,10232.58723121643,-0.0011869486032834997
2025-03-04,1,235.92999267578125,9998.367229995727,-2.100006103515625,10232.197216567993,-3.811495955274857e-05
2025-03-05,1,235.74000549316406,9998.367229995727,-0.1899871826171875,10233.917248306274,0.00016809994001065753
2025-03-06,1,235.3300018310547,9998.367229995727,-0.410003662109375,10233.287228164672,-6.15619734178896e-05
2025-03-07,1,239.07000732421875,9998.367229995727,3.7400054931640625,10241.17724281311,0.0007710146771531257
2025-03-10,-1,227.47999572753906,9997.912270004274,11.590011596679688,9782.022285873414,-0.04483419689488477
2025-03-11,-1,220.83999633789062,9997.912270004274,6.6399993896484375,9783.712273056031,0.00017276460155457585
2025-03-12,-1,216.97999572753906,9997.912270004274,3.8600006103515625,9784.792274887086,0.00011038773431937265
2025-03-13,-1,209.67999267578125,9997.912270004274,7.3000030517578125,9795.53228038025,0.0010976222275795866
2025-03-14,-1,213.49000549316406,9997.912270004274,-3.8100128173828125,9780.612251693727,-0.0015231462935819673
2025-03-17,-1,214.0,9997.912270004274,-0.5099945068359375,9783.402275497438,0.0002852606495291621
2025-03-18,-1,212.69000244140625,9997.912270004274,1.30999755859375,9786.532265121461,0.00031992854181850383
2025-03-19,-1,215.24000549316406,9997.912270004274,-2.5500030517578125,9780.122261459352,-0.0006549821211906393
2025-03-20,-1,214.10000610351562,9997.912270004274,1.1399993896484375,9784.952263290406,0.0004938590440826118
2025-03-21,-1,218.27000427246094,9997.912270004274,-4.1699981689453125,9775.472267562867,-0.0009688341314759708
2025-03-24,-1,220.72999572753906,9997.912270004274,-2.459991455078125,9774.722282821656,-7.672107502154635e-05
2025-03-25,-1,223.75,9997.912270004274,-3.0200042724609375,9771.142265731813,-0.0003662525631173974
2025-03-26,-1,221.52999877929688,9997.912270004274,2.220001220703125,9778.60227244568,0.0007634733494803481
2025-03-27,-1,223.85000610351562,9997.912270004274,-2.32000732421875,9771.74225657654,-0.0007015333764489595
2025-03-28,-1,217.89999389648438,9997.912270004274,5.95001220703125,9785.96228831482,0.0014552196900927683
