emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,label
0.004002231,-0.007844318,-0.07346299,-0.028856853,0.09927345,-0.07732845,-0.06945119,0.08693942,-0.030235413,0.0014701766,0.08757945,-0.05242046,-0.062468562,0.020558206,0.016542092,0.04812586,-0.015388489,0.045598328,0.0041090073,-0.054168284,0.07793467,0.033391416,0.037058685,-0.069305286,-0.007377756,-0.02199548,-0.028238483,0.0028277896,-0.067008786,-0.044532605,0.040636607,0.037338316,-0.029993203,0.02989918,-0.0063553457,-0.11922584,-0.00451746,-0.03234206,-0.099013105,0.02518471,-0.1216467,-0.032375094,0.050022338,0.059395958,0.0015658651,-0.0051374715,0.06951084,0.077024885,-0.06741358,-0.06788472,-0.024125434,0.014502999,0.025166765,-0.096793704,-0.05969828,0.01033863,0.041922167,-0.008662534,-0.025101291,0.04529759,0.056642175,-0.038112883,-0.017415289,-0.10324784,1.069401
0.0028391122,-0.010386903,-0.06927939,-0.027045846,0.1003219,-0.0791349,-0.06670676,0.092006385,-0.030081669,0.0030596368,0.0880357,-0.052612104,-0.061422225,0.023753693,0.016514305,0.048108317,-0.017750194,0.047701385,0.00026942822,-0.048355423,0.07850634,0.03249329,0.035191216,-0.07051746,-0.008951777,-0.02228196,-0.02604263,0.0013069519,-0.06547237,-0.045317307,0.040062204,0.038197964,-0.03082044,0.033397846,-0.003716755,-0.120079525,-0.005061347,-0.028329907,-0.101645276,0.022541216,-0.120955095,-0.030103693,0.049136303,0.060214788,0.0031143785,-0.008725494,0.068473995,0.07806752,-0.069370136,-0.074344,-0.02686921,0.012239743,0.026837267,-0.09548197,-0.057981957,0.010085827,0.044022616,-0.011312952,-0.019492634,0.044781666,0.052462526,-0.0339941,-0.01473116,-0.10242002,-0.003930809
0.0023936902,-0.010424385,-0.06831972,-0.027291043,0.099779464,-0.080023766,-0.06565476,0.09246671,-0.0305729,0.0037889883,0.08903339,-0.052658074,-0.061326705,0.023956573,0.017264714,0.047922872,-0.018401911,0.048661683,-0.00039223916,-0.047292486,0.07841417,0.03258803,0.034962524,-0.071072005,-0.009284259,-0.022274857,-0.02555041,0.00079393666,-0.06583426,-0.046145312,0.03989079,0.038167253,-0.030692272,0.03390436,-0.0033597276,-0.119733594,-0.004878741,-0.028331745,-0.102408975,0.021976303,-0.12003048,-0.029180273,0.048735913,0.060511835,0.0031440775,-0.008749965,0.06808368,0.07836896,-0.0697332,-0.07604523,-0.027137723,0.011988437,0.027358282,-0.0951535,-0.058693953,0.010529503,0.044289585,-0.012389027,-0.018314237,0.044059504,0.051277418,-0.032807272,-0.014098785,-0.10309236,0.112996295
0.0002717297,-0.0132110845,-0.061469704,-0.028560951,0.09966919,-0.08282438,-0.06109546,0.09792941,-0.03235898,0.004750812,0.09181481,-0.05376948,-0.06183268,0.02823321,0.020695738,0.046755932,-0.020117335,0.0527953,-0.00403382,-0.039103184,0.078542545,0.03394093,0.03365846,-0.07335832,-0.012424466,-0.02279616,-0.023488445,-0.0005787421,-0.0644015,-0.04851915,0.038408853,0.039249375,-0.03157763,0.036988325,0.00027099668,-0.11905908,-0.003753007,-0.025608351,-0.10711029,0.019936971,-0.11726664,-0.024613118,0.04783005,0.06233734,0.0039861286,-0.011652914,0.065685965,0.07851995,-0.070248276,-0.08486017,-0.029251032,0.0104642855,0.031087836,-0.09401461,-0.059834868,0.012393065,0.04814628,-0.017242182,-0.012218127,0.044288103,0.04415146,-0.024729254,-0.011606168,-0.10552246,5.39831
2.607278e-05,-0.012890748,-0.06266926,-0.027952781,0.09893892,-0.08133834,-0.06170595,0.0971463,-0.03106729,0.00457668,0.09112058,-0.054013778,-0.06131153,0.028121265,0.021108478,0.047007665,-0.020451473,0.052663572,-0.0029578889,-0.041051656,0.0783455,0.0347261,0.03440138,-0.07212666,-0.011220625,-0.02224614,-0.024778645,2.9597612e-05,-0.0643121,-0.0489553,0.038314287,0.039438903,-0.031610236,0.036294397,-0.0010848976,-0.11852222,-0.0035589577,-0.0251252,-0.10582795,0.020657515,-0.117113054,-0.02529167,0.048077233,0.06266725,0.003922355,-0.011051752,0.06604737,0.077932544,-0.07073484,-0.082851745,-0.027524225,0.011086404,0.030413521,-0.09439572,-0.05898913,0.012120195,0.047123224,-0.016617276,-0.013749215,0.04423373,0.045699198,-0.026080403,-0.012534131,-0.10508147,1.1768591
0.0034374911,-0.014528865,-0.059186477,-0.027578264,0.10160671,-0.09134931,-0.06231316,0.10290119,-0.031370565,0.006752947,0.09726541,-0.053408116,-0.06512826,0.022557525,0.023103839,0.051927067,-0.017933294,0.053039078,-0.0052638133,-0.023484902,0.08158543,0.03587866,0.028891332,-0.074832916,-0.017612971,-0.02305923,-0.012812429,0.0048871594,-0.06367157,-0.046152744,0.040646486,0.039463367,-0.030626928,0.03676159,0.004761958,-0.11962021,-0.0033162108,-0.025897395,-0.10859557,0.015654732,-0.11696741,-0.019751318,0.04753276,0.06290165,0.0039213537,-0.015844285,0.064757064,0.08098052,-0.06824515,-0.08579783,-0.029907724,0.008408767,0.029511016,-0.0899873,-0.063881226,0.010263638,0.0563939,-0.016570754,-0.006245482,0.0465747,0.038150586,-0.022763468,-0.009257948,-0.11309479,-0.23515859
0.00336275,-0.015403264,-0.057101488,-0.027192533,0.101268075,-0.09351133,-0.060884677,0.10512318,-0.031686317,0.007559911,0.09948451,-0.053999532,-0.06562526,0.023574762,0.024876622,0.05139455,-0.018827897,0.054671228,-0.0066000284,-0.019950738,0.08128225,0.03606184,0.027215144,-0.07592676,-0.018896254,-0.022899343,-0.011070414,0.0046424316,-0.0631824,-0.047699414,0.04037914,0.03930193,-0.030619137,0.038068537,0.006185185,-0.12001836,-0.0034058644,-0.0249118,-0.109834515,0.014729666,-0.11618507,-0.017568745,0.04655526,0.06381782,0.004262003,-0.01700235,0.06398338,0.08119671,-0.06865101,-0.08872221,-0.031183572,0.0073231063,0.030854488,-0.08932967,-0.064156085,0.010359905,0.058101933,-0.018192023,-0.0029383332,0.045838982,0.03520959,-0.020050336,-0.007411792,-0.11465313,-0.18137908
0.003419859,-0.009743839,-0.07107104,-0.027191442,0.1002179,-0.078520894,-0.06775569,0.09048523,-0.02938905,0.0026310836,0.08720009,-0.052587662,-0.0614526,0.022687797,0.016209058,0.04863119,-0.016439168,0.04697707,0.0017051919,-0.05027999,0.078314565,0.032733664,0.035372227,-0.06973214,-0.0086153485,-0.022532556,-0.026912956,0.0020821013,-0.06522816,-0.044669144,0.04001137,0.038346857,-0.03076408,0.03181973,-0.004946103,-0.12029626,-0.0049893083,-0.02922312,-0.100463234,0.023457596,-0.12141499,-0.030827861,0.049545918,0.059805673,0.0027720477,-0.007710782,0.069223866,0.07766103,-0.06883655,-0.07158076,-0.025662357,0.012252942,0.026167361,-0.09552784,-0.057957735,0.009922918,0.043529257,-0.009975037,-0.021507762,0.045550626,0.05400781,-0.035551786,-0.015563982,-0.10220282,-0.35884765
0.0037685458,-0.008504964,-0.073569395,-0.028390829,0.09939284,-0.07721128,-0.06975068,0.0871775,-0.029268693,0.0021803966,0.08693401,-0.05244025,-0.06107098,0.020647872,0.01619738,0.04894474,-0.0155020235,0.046257105,0.0040715504,-0.053072598,0.0776124,0.03380198,0.036870304,-0.06857874,-0.0067973263,-0.02232388,-0.028595863,0.0037939367,-0.06632292,-0.045140248,0.04083347,0.03779619,-0.029740723,0.02953519,-0.0069723325,-0.119420044,-0.004997067,-0.030806206,-0.09789401,0.025515296,-0.12102401,-0.031995337,0.050102457,0.0595852,0.0018253245,-0.0055227424,0.0698157,0.07698212,-0.06775907,-0.06718869,-0.023117317,0.013842997,0.025333408,-0.09704717,-0.058431946,0.009822835,0.042273685,-0.00800293,-0.024951965,0.04478622,0.05716186,-0.038259905,-0.017874291,-0.102716334,0.3511417
0.0032397665,-0.009678729,-0.07087988,-0.027427567,0.100106195,-0.07870177,-0.06813404,0.09100556,-0.029793808,0.0018579572,0.08784309,-0.052818783,-0.061982382,0.022954186,0.01695737,0.04842315,-0.0164416,0.047248825,0.0016550478,-0.05004823,0.078535214,0.033461325,0.03597067,-0.06951549,-0.008880209,-0.022513878,-0.026570639,0.0022660664,-0.065149754,-0.045024112,0.04019631,0.03790463,-0.030781187,0.03230615,-0.004472388,-0.11939355,-0.004596188,-0.02925087,-0.10020235,0.023515355,-0.12126801,-0.030473847,0.049392745,0.06049309,0.00262691,-0.008221273,0.06906583,0.077389054,-0.06860573,-0.0721766,-0.0256671,0.01298919,0.026117593,-0.09582881,-0.058010858,0.010104516,0.043771245,-0.01027548,-0.02133832,0.045570277,0.053790912,-0.035308406,-0.01565242,-0.10285698,0.8303917
0.00014512097,-0.013113569,-0.06202225,-0.027955275,0.099394046,-0.08176909,-0.061541453,0.09772806,-0.031604286,0.004656655,0.09116689,-0.05399925,-0.06145424,0.028620921,0.02109786,0.046672575,-0.020720888,0.05254108,-0.0037581713,-0.040238276,0.078962415,0.03445206,0.034309793,-0.0726296,-0.011565317,-0.022199221,-0.024431773,-0.00035499994,-0.064006545,-0.04876878,0.038204655,0.03908124,-0.031742394,0.03664661,-0.00055655884,-0.1185158,-0.0035153902,-0.025105953,-0.10631854,0.02021189,-0.11712433,-0.025311623,0.04817612,0.06245979,0.0041023633,-0.011658097,0.06560616,0.07810917,-0.07076188,-0.0839777,-0.02823641,0.010850083,0.03076877,-0.09430358,-0.059101213,0.01198905,0.047758102,-0.016896058,-0.012855452,0.04425206,0.044959437,-0.025269125,-0.01229866,-0.1050616,-4.0294375
0.004195974,-0.007754419,-0.073917486,-0.028575692,0.0991434,-0.07696622,-0.06950358,0.08662046,-0.029635794,0.001725168,0.08721502,-0.052298363,-0.062125362,0.020611472,0.016544463,0.0481588,-0.015373104,0.045329507,0.0044412855,-0.05492846,0.077768296,0.033058975,0.037103392,-0.06912418,-0.0069100703,-0.021976782,-0.028599411,0.002841815,-0.06693991,-0.044783775,0.04054845,0.037533738,-0.030165559,0.029621655,-0.0070368787,-0.1196665,-0.0045612333,-0.03219571,-0.09862596,0.025401188,-0.121761724,-0.032571174,0.050182536,0.0591367,0.0017843492,-0.004792678,0.0697025,0.07690925,-0.06772425,-0.067243814,-0.023899445,0.01427859,0.02487641,-0.09674441,-0.05939761,0.010047916,0.04157896,-0.008423877,-0.025573814,0.045480825,0.05703676,-0.03851459,-0.01782257,-0.102877855,-1.6014285
0.0030896703,-0.01000852,-0.070730485,-0.028153233,0.10015462,-0.079658866,-0.0686075,0.090691306,-0.029530324,0.0027137888,0.08846032,-0.05283635,-0.060912516,0.02136205,0.017651398,0.04986845,-0.01601038,0.048238166,0.0016136646,-0.047050998,0.07917886,0.035408847,0.036417916,-0.06930977,-0.008334594,-0.022935333,-0.026496718,0.0042155134,-0.06462041,-0.045738768,0.040647853,0.037788425,-0.030144103,0.031257596,-0.005137071,-0.11804849,-0.004642141,-0.02872562,-0.09891147,0.023465114,-0.11930665,-0.029578453,0.049985215,0.06021759,0.0022043677,-0.00830883,0.06850372,0.07739146,-0.068278566,-0.07145914,-0.02384971,0.012635845,0.026571946,-0.09568151,-0.058549352,0.009992759,0.045380566,-0.009716767,-0.020918285,0.045021914,0.05386753,-0.034375176,-0.016954118,-0.10384172,-0.1719885
0.0009292237,-0.012308251,-0.06370035,-0.027552612,0.09972248,-0.08254816,-0.061339263,0.095495336,-0.03166375,0.0051016035,0.09103411,-0.053323753,-0.06229544,0.025503319,0.019582802,0.047490716,-0.019871363,0.05142068,-0.0028807295,-0.040764935,0.07954846,0.033323534,0.03327964,-0.073071286,-0.011290508,-0.021903262,-0.0237825,-0.0009370316,-0.065176696,-0.04634118,0.03844774,0.03910914,-0.03089671,0.035571147,-0.0010178294,-0.11918916,-0.004068379,-0.026884664,-0.10658974,0.018827615,-0.11749858,-0.026105568,0.048377957,0.06091536,0.0041751983,-0.010483405,0.06568215,0.0788694,-0.0702739,-0.08194936,-0.028311105,0.01052442,0.029643985,-0.0933858,-0.060312785,0.011353085,0.04735924,-0.0155363185,-0.012877498,0.044548728,0.04557893,-0.027019627,-0.012100348,-0.10481817,0.031651873
0.00018946863,-0.013260396,-0.061772976,-0.028330028,0.09971871,-0.08223176,-0.061328687,0.09773525,-0.032079224,0.0046199826,0.09143244,-0.054029837,-0.06156587,0.028648743,0.02097306,0.0464855,-0.020380275,0.052749753,-0.003992882,-0.03984685,0.07921995,0.03437182,0.034395773,-0.073014185,-0.01152082,-0.022473112,-0.024333192,-0.00061475625,-0.064084895,-0.048661828,0.03812883,0.038767457,-0.03168454,0.03673958,-0.00051728653,-0.118446276,-0.0035224843,-0.025539305,-0.10646131,0.0198716,-0.11683897,-0.025211578,0.0482705,0.062133834,0.0040604854,-0.0116428565,0.065282606,0.07810318,-0.070551,-0.08443577,-0.028580474,0.010608174,0.031063674,-0.09415222,-0.059445746,0.012044663,0.047961738,-0.016844176,-0.0123269325,0.044279207,0.044635363,-0.024696378,-0.012344385,-0.104956314,-0.004756224
0.0031762966,-0.012852661,-0.0638922,-0.027855566,0.10148809,-0.086892925,-0.06474909,0.09811373,-0.030655673,0.0048712636,0.09339234,-0.05290615,-0.063120246,0.021879157,0.020279244,0.051758166,-0.016791785,0.051177245,-0.0027987044,-0.03259987,0.080834255,0.035687618,0.031731576,-0.07275299,-0.0142829055,-0.023453943,-0.018514536,0.004478816,-0.063444056,-0.045768566,0.040379744,0.039421435,-0.030134063,0.034472708,0.0006436941,-0.118889466,-0.0037294533,-0.026665037,-0.10495543,0.018690975,-0.11776452,-0.023468591,0.04864664,0.061593693,0.0032795644,-0.012939642,0.06665354,0.07970571,-0.068232864,-0.08038604,-0.027531525,0.009844825,0.028528562,-0.09198551,-0.06162398,0.010560992,0.052262615,-0.013778031,-0.011975279,0.04638697,0.04445946,-0.02725579,-0.01247371,-0.109131135,-0.13321014
0.003217768,-0.013721481,-0.0613694,-0.027441522,0.10141735,-0.08891456,-0.063328646,0.10055312,-0.030875402,0.0059694736,0.095123015,-0.05316394,-0.06402979,0.022348603,0.02165432,0.051752687,-0.017732471,0.05197592,-0.0041159578,-0.028164128,0.081105,0.035603408,0.030131934,-0.07393984,-0.015901087,-0.02306312,-0.015687088,0.0044666394,-0.06359993,-0.04598898,0.040447664,0.039646074,-0.030434005,0.035737343,0.002685519,-0.1194198,-0.0035284855,-0.026043802,-0.10710064,0.017100874,-0.117487505,-0.021742972,0.04801283,0.06226709,0.0037078548,-0.014363276,0.065751076,0.08039058,-0.068365715,-0.08314058,-0.028765827,0.009122035,0.02904999,-0.09099385,-0.06265844,0.010396978,0.054184496,-0.015344334,-0.009150368,0.046461675,0.041233886,-0.025032008,-0.010674713,-0.11091842,0.06870485
0.0030296315,-0.016924493,-0.055278428,-0.027927212,0.10238262,-0.09526339,-0.060006905,0.10694348,-0.032121934,0.007805265,0.10079236,-0.054164547,-0.066094644,0.02390381,0.025235137,0.05180232,-0.018254885,0.05599356,-0.0077245003,-0.01565027,0.08156347,0.037004568,0.026652131,-0.07672922,-0.019617008,-0.02350427,-0.009762177,0.0053343945,-0.06269901,-0.047698434,0.040453363,0.03927394,-0.030649364,0.03868438,0.0074815103,-0.11998161,-0.0034995114,-0.024046037,-0.11046571,0.013774334,-0.11527492,-0.016013935,0.04666507,0.06385281,0.0043679383,-0.018104887,0.063074425,0.08143963,-0.068001986,-0.090602815,-0.03188038,0.0066625276,0.0318828,-0.08891165,-0.06448518,0.010039991,0.060395088,-0.018713979,-0.00050263497,0.04640625,0.033112895,-0.017515771,-0.0072951727,-0.115560144,-0.27200592
0.0037846745,-0.017441265,-0.053797234,-0.027698787,0.10284961,-0.096397184,-0.058892157,0.108881816,-0.031611394,0.008699518,0.101911314,-0.05440393,-0.06703407,0.024926139,0.025927238,0.051677518,-0.01811101,0.056277964,-0.008207833,-0.0128104575,0.08156741,0.036108796,0.024859497,-0.07736941,-0.021030035,-0.023633577,-0.0079059275,0.0052167713,-0.062421486,-0.047474287,0.039886,0.0396547,-0.03133298,0.039308835,0.008737203,-0.12199874,-0.0036758115,-0.02372007,-0.11203289,0.0127935605,-0.11581396,-0.014782057,0.046267726,0.06373308,0.0049996534,-0.01896335,0.062361598,0.08186969,-0.06861905,-0.09219474,-0.033352792,0.005115251,0.03227347,-0.08750589,-0.06517282,0.009891774,0.061875705,-0.019678531,0.0015713235,0.047511842,0.03053626,-0.01573967,-0.0060707727,-0.11669097,0.27466044
0.003686605,-0.008518869,-0.07276132,-0.029040046,0.099863485,-0.07797095,-0.06864251,0.08715999,-0.03055764,0.0013842526,0.087573305,-0.05224405,-0.06272451,0.020209754,0.016010119,0.04832047,-0.014965854,0.045781426,0.0036354149,-0.052795395,0.07780052,0.033279933,0.036441877,-0.070187405,-0.00786953,-0.022284148,-0.027995465,0.0025400831,-0.06686216,-0.043885443,0.040514965,0.03783695,-0.029888649,0.030076945,-0.0057907323,-0.11948593,-0.004723482,-0.031976756,-0.10003296,0.024665287,-0.12155769,-0.031989492,0.050080776,0.05893883,0.0016921499,-0.0052479855,0.06948557,0.07720066,-0.06681419,-0.068544246,-0.024743732,0.014042357,0.025723746,-0.09645055,-0.05982273,0.010445062,0.042723294,-0.0089283,-0.024387844,0.045821175,0.055812903,-0.037056692,-0.01701252,-0.10304377,-0.046369087
